0.015, 0, 0
0, 0, 0
6.43499, 0, 0
6.419991, 0, 0
6.419991, 0, 0
22.51489, 3, 3
25.96475, 3, 1
13.05009, 0, 0
9.630013, 0, 1
47.1139, 11, 8
6.359991, 0, 0
22.72489, 1, 4
22.72489, 1, 4
22.72489, 2, 6
22.72489, 1, 6
10.84504, 1, 1
24.40482, 3, 5
6.359991, 0, 0
22.70989, 2, 5
21.22495, 2, 5
21.22495, 1, 5
22.72489, 2, 4
22.72489, 2, 5
22.84488, 1, 6
5.834996, 0, 0
22.69489, 2, 4
21.22495, 1, 5
21.22495, 1, 3
19.92, 3, 4
6.359991, 0, 0
22.72489, 1, 4
21.91492, 2, 5
21.91492, 2, 5
21.22495, 1, 6
26.89472, 3, 4
22.72489, 2, 7
22.72489, 2, 5
22.72489, 2, 4
9.360007, 1, 1
22.72489, 2, 5
22.72489, 2, 5
26.00975, 3, 5
5.624998, 0, 0
22.01991, 2, 5
20.84996, 2, 5
21.22495, 2, 5
22.72489, 2, 5
33.82444, 5, 6
6.359991, 0, 0
22.81488, 1, 5
6.419991, 0, 0
21.22495, 1, 4
21.91492, 2, 6
21.22495, 1, 4
22.3349, 2, 5
6.359991, 0, 0
22.03491, 2, 4
21.22495, 1, 5
22.72489, 1, 4
22.72489, 2, 5
22.61989, 2, 5
21.22495, 1, 5
21.22495, 1, 6
13.96511, 0, 1
32.86448, 5, 7
6.419991, 0, 0
21.22495, 2, 4
27.44969, 4, 6
6.359991, 0, 0
22.72489, 1, 5
22.3049, 2, 5
5.669997, 0, 0
22.72489, 2, 4
22.2749, 2, 4
22.72489, 1, 6
21.95992, 2, 5
21.22495, 1, 5
10.84504, 1, 1
22.72489, 2, 6
22.4549, 2, 4
5.894995, 0, 0
22.72489, 2, 4
22.72489, 1, 4
22.72489, 1, 5
22.66489, 1, 6
21.19495, 2, 4
21.38994, 1, 4
5.684997, 0, 0
22.72489, 1, 6
21.91492, 2, 5
21.22495, 1, 5
11.01005, 1, 1
20.56497, 2, 4
6.359991, 0, 0
22.72489, 2, 5
26.83472, 3, 6
20.87996, 2, 4
6.359991, 0, 0
22.72489, 1, 6
13.05009, 3, 1
22.13991, 2, 5
21.22495, 2, 3
27.2097, 2, 8
11.50506, 2, 1
27.61469, 3, 7
6.359991, 0, 0
27.14971, 3, 6
6.419991, 0, 0
21.40494, 1, 4
5.729997, 0, 0
29.26462, 5, 5
9.360007, 2, 2
11.22005, 0, 2
12.06007, 1, 1
31.36453, 5, 7
22.72489, 2, 5
22.72489, 2, 5
28.42465, 3, 6
21.97492, 2, 4
9.645014, 0, 1
22.72489, 2, 5
26.09975, 2, 3
21.22495, 2, 4
14.50513, 3, 2
21.22495, 2, 4
22.72489, 1, 5
25.06479, 2, 7
22.13991, 2, 4
10.98004, 0, 2
20.04, 2, 3
6.239992, 0, 0
22.13991, 2, 5
21.22495, 2, 5
22.72489, 1, 5
9.360007, 1, 1
22.72489, 2, 4
22.72489, 1, 4
22.72489, 2, 4
24.13483, 2, 4
21.22495, 2, 5
28.30466, 3, 5
6.239992, 0, 0
21.91492, 2, 6
21.22495, 2, 5
5.969995, 0, 0
22.4699, 2, 5
24.01483, 2, 7
21.41994, 1, 6
6.359991, 0, 0
22.72489, 2, 4
18.07508, 2, 3
21.22495, 2, 4
22.4699, 2, 4
21.91492, 2, 6
6.359991, 0, 0
22.72489, 1, 5
22.3349, 2, 5
6.239992, 0, 0
22.72489, 2, 5
27.56969, 2, 6
21.22495, 1, 4
22.72489, 2, 5
23.54985, 2, 5
23.54985, 1, 6
23.00987, 1, 5
18.21007, 3, 3
21.22495, 2, 5
21.22495, 2, 6
9.390008, 0, 1
22.67989, 2, 6
22.72489, 1, 4
9.435009, 1, 1
22.72489, 1, 6
21.22495, 1, 4
22.72489, 1, 6
22.51489, 2, 6
6.419991, 0, 0
22.72489, 1, 5
22.72489, 1, 6
22.72489, 1, 6
22.72489, 2, 5
22.3349, 2, 4
