Episode, Reward
1, 28.48465, 1, 5
2, 29.99959, 6, 6
3, 29.99959, 4, 7
4, 21.32994, 4, 4
5, 29.99959, 4, 9
6, 29.99959, 5, 5
7, 27.3147, 2, 7
8, 29.99959, 7, 5
9, 29.99959, 4, 8
10, 29.99959, 7, 4
11, 29.99959, 4, 8
12, 21.67493, 4, 6
13, 29.99959, 4, 9
14, 29.99959, 7, 5
15, 29.99959, 2, 8
16, 21.40494, 3, 5
17, 29.99959, 3, 9
18, 29.99959, 6, 6
19, 29.99959, 4, 8
20, 29.99959, 6, 4
21, 29.99959, 3, 7
22, 22.3349, 3, 5
23, 29.99959, 3, 8
24, 18.39006, 1, 4
25, 29.99959, 2, 9
26, 29.99959, 7, 5
27, 29.99959, 3, 8
28, 29.99959, 6, 6
29, 29.99959, 4, 8
30, 29.99959, 7, 6
31, 29.99959, 4, 8
32, 28.55965, 5, 6
33, 27.3897, 2, 6
34, 29.99959, 8, 6
35, 29.99959, 3, 9
36, 21.53993, 3, 6
37, 29.99959, 3, 9
38, 29.99959, 7, 8
39, 29.99959, 3, 10
40, 26.36974, 6, 3
41, 29.99959, 2, 8
42, 21.43494, 3, 4
43, 29.99959, 4, 8
44, 23.44486, 3, 4
45, 29.99959, 3, 8
46, 29.99959, 7, 5
47, 29.99959, 3, 7
48, 29.99959, 5, 4
49, 29.99959, 4, 8
50, 29.99959, 8, 10
51, 29.99959, 2, 9
52, 29.99959, 5, 5
53, 28.63465, 2, 7
54, 29.99959, 7, 6
55, 29.99959, 4, 7
56, 29.99959, 7, 6
57, 29.99959, 2, 9
58, 29.99959, 7, 6
59, 29.99959, 3, 8
60, 29.99959, 7, 5
61, 29.99959, 3, 8
62, 21.58493, 3, 5
63, 28.81464, 2, 8
64, 29.99959, 5, 4
65, 29.99959, 3, 10
66, 29.99959, 7, 6
67, 29.99959, 2, 8
68, 17.73009, 1, 3
69, 29.99959, 4, 10
70, 29.99959, 7, 6
71, 29.99959, 3, 8
72, 17.28011, 1, 3
73, 29.99959, 2, 8
74, 29.99959, 6, 6
75, 28.76964, 3, 7
76, 21.77992, 3, 3
77, 29.99959, 4, 8
78, 29.99959, 6, 6
79, 29.99959, 2, 7
80, 29.99959, 7, 5
81, 29.99959, 3, 8
82, 25.07979, 5, 6
83, 29.99959, 3, 9
84, 29.99959, 6, 6
85, 28.30466, 2, 8
86, 28.39466, 7, 6
87, 29.99959, 3, 9
88, 27.65969, 7, 7
89, 29.99959, 3, 8
90, 29.99959, 7, 6
91, 29.99959, 4, 9
92, 29.99959, 7, 6
93, 29.99959, 4, 8
94, 29.99959, 7, 6
95, 29.99959, 3, 8
96, 29.99959, 7, 7
97, 29.99959, 4, 7
98, 21.65993, 3, 5
99, 29.99959, 3, 8
100, 21.61493, 3, 3
101, 29.99959, 3, 8
102, 29.99959, 6, 5
103, 29.99959, 3, 8
104, 21.67493, 4, 3
105, 29.99959, 4, 8
106, 29.99959, 6, 5
107, 29.99959, 4, 9
108, 22.21491, 3, 4
109, 29.99959, 3, 7
110, 29.99959, 6, 6
111, 27.16471, 2, 6
112, 29.99959, 7, 7
113, 28.64964, 2, 7
114, 21.62993, 3, 4
115, 29.99959, 3, 9
116, 29.99959, 5, 4
117, 29.99959, 3, 7
118, 29.99959, 6, 6
119, 29.99959, 2, 7
120, 29.99959, 7, 5
121, 29.99959, 4, 7
122, 29.99959, 6, 4
123, 29.99959, 3, 8
124, 24.16483, 3, 3
125, 29.99959, 4, 9
126, 18.67505, 1, 3
127, 29.99959, 4, 7
128, 29.99959, 7, 6
129, 29.99959, 4, 8
130, 29.99959, 5, 4
131, 29.99959, 3, 9
132, 20.57997, 2, 3
133, 27.3297, 2, 7
134, 26.09975, 5, 6
135, 29.99959, 3, 9
136, 29.99959, 7, 4
137, 29.99959, 3, 9
138, 18.67505, 1, 4
139, 29.99959, 4, 8
140, 25.52977, 5, 6
141, 29.99959, 4, 7
142, 29.99959, 9, 8
143, 29.99959, 3, 9
144, 29.99959, 6, 7
145, 29.99959, 2, 9
146, 22.15491, 3, 5
147, 29.99959, 3, 9
148, 21.88492, 4, 4
149, 29.99959, 4, 7
150, 29.99959, 6, 5
151, 29.99959, 4, 10
152, 29.99959, 6, 7
153, 29.99959, 4, 8
154, 21.08995, 4, 3
155, 29.99959, 4, 6
156, 21.95992, 3, 5
157, 29.99959, 3, 9
158, 29.99959, 6, 6
159, 29.99959, 4, 8
160, 25.33478, 5, 6
161, 29.99959, 4, 9
162, 22.4849, 4, 3
163, 27.59969, 2, 6
164, 29.99959, 8, 5
165, 29.99959, 4, 9
166, 24.8398, 6, 6
167, 29.99959, 5, 7
168, 21.89992, 3, 3
169, 29.99959, 2, 8
170, 21.62993, 4, 7
171, 29.99959, 2, 9
172, 23.26486, 3, 4
173, 29.99959, 2, 9
174, 17.4751, 1, 4
175, 29.99959, 3, 8
176, 21.55493, 4, 4
177, 29.99959, 4, 8
178, 21.32994, 3, 5
179, 29.99959, 4, 8
180, 29.99959, 7, 7
181, 29.99959, 4, 6
182, 22.70989, 3, 4
183, 29.99959, 4, 7
184, 29.99959, 5, 5
185, 27.95967, 2, 6
186, 21.01496, 3, 4
187, 29.99959, 2, 6
188, 28.99463, 7, 5
189, 29.99959, 3, 8
190, 29.99959, 7, 4
191, 29.99959, 2, 9
192, 22.63489, 4, 2
193, 29.99959, 3, 8
194, 28.40965, 5, 4
195, 29.99959, 3, 8
196, 21.22495, 3, 4
197, 29.99959, 3, 9
198, 29.99959, 7, 7
199, 29.99959, 3, 9
200, 27.56969, 7, 5
201, 29.99959, 4, 8
202, 29.99959, 8, 7
203, 29.99959, 3, 7
204, 29.99959, 5, 5
205, 27.95967, 3, 7
206, 24.95979, 5, 9
207, 29.99959, 4, 7
208, 21.50994, 4, 5
209, 29.99959, 4, 9
210, 24.9448, 5, 5
211, 28.87464, 2, 8
212, 29.99959, 7, 5
213, 29.99959, 3, 7
214, 21.59993, 4, 5
215, 29.99959, 3, 9
216, 21.49494, 4, 4
217, 29.99959, 3, 8
218, 21.50994, 3, 5
219, 27.41969, 2, 7
220, 20.98496, 3, 3
221, 29.99959, 4, 10
222, 29.99959, 7, 6
223, 29.99959, 4, 7
224, 20.65497, 3, 5
225, 29.99959, 3, 8
226, 17.85008, 1, 3
227, 27.1797, 2, 6
228, 29.99959, 6, 5
229, 29.99959, 4, 9
230, 29.99959, 6, 4
231, 29.99959, 2, 9
232, 29.99959, 6, 5
233, 29.99959, 4, 8
234, 29.99959, 7, 4
235, 29.99959, 3, 8
236, 17.3851, 1, 3
237, 29.99959, 3, 9
238, 29.99959, 6, 6
239, 29.99959, 2, 10
240, 29.99959, 8, 5
241, 29.99959, 3, 9
242, 29.99959, 8, 7
243, 27.14971, 2, 6
244, 29.99959, 7, 6
245, 29.99959, 4, 9
246, 29.99959, 8, 5
247, 27.61469, 2, 7
248, 22.19991, 3, 4
249, 28.60465, 2, 8
250, 29.59461, 6, 5
251, 29.26462, 2, 8
252, 25.75476, 5, 7
253, 29.12963, 3, 8
254, 19.20003, 1, 4
255, 29.99959, 3, 8
256, 17.16011, 1, 4
257, 29.99959, 2, 9
258, 24.40482, 5, 6
259, 29.99959, 4, 9
260, 29.99959, 7, 6
261, 29.99959, 3, 7
262, 21.37494, 4, 3
263, 29.99959, 3, 8
264, 21.58493, 4, 6
265, 29.99959, 4, 8
266, 23.41486, 4, 3
267, 29.99959, 4, 7
268, 29.99959, 7, 5
269, 29.99959, 4, 9
270, 29.99959, 7, 5
271, 29.99959, 3, 9
272, 21.46494, 4, 5
273, 27.3147, 2, 7
274, 28.46965, 6, 6
275, 29.99959, 3, 9
276, 20.47498, 1, 5
277, 29.99959, 3, 8
278, 25.97975, 5, 5
279, 27.2097, 2, 6
280, 29.99959, 7, 7
281, 29.99959, 3, 8
282, 29.99959, 7, 5
283, 27.13471, 2, 6
284, 29.99959, 5, 5
285, 29.99959, 4, 10
286, 29.99959, 7, 6
287, 29.99959, 2, 8
288, 29.99959, 7, 6
289, 29.99959, 3, 8
290, 29.99959, 6, 4
291, 29.7296, 3, 9
292, 17.85008, 1, 2
293, 29.99959, 3, 9
294, 25.76976, 5, 7
295, 29.99959, 3, 8
296, 21.37494, 4, 3
297, 29.99959, 3, 10
298, 21.43494, 3, 4
299, 29.99959, 4, 8
300, 21.56993, 4, 4
301, 29.99959, 3, 9
302, 29.99959, 8, 6
303, 29.99959, 4, 7
304, 20.80496, 2, 3
305, 29.99959, 3, 9
306, 28.57465, 8, 8
307, 29.99959, 4, 9
308, 29.99959, 7, 5
309, 29.99959, 2, 9
310, 29.99959, 6, 6
311, 29.99959, 4, 8
312, 27.04471, 6, 5
313, 29.99959, 3, 8
314, 25.49977, 5, 7
315, 29.99959, 3, 9
316, 21.52493, 3, 6
317, 29.99959, 3, 7
318, 29.99959, 6, 4
319, 29.99959, 4, 8
320, 29.99959, 7, 5
321, 29.99959, 3, 9
322, 21.85492, 3, 4
323, 27.16471, 3, 6
324, 21.58493, 3, 3
325, 29.99959, 4, 9
326, 29.99959, 7, 7
327, 29.99959, 3, 8
328, 19.71001, 1, 4
329, 29.99959, 3, 8
330, 29.99959, 8, 6
331, 29.99959, 4, 9
332, 29.99959, 7, 6
333, 29.99959, 3, 9
334, 22.75488, 3, 4
335, 29.99959, 3, 9
336, 21.26995, 3, 5
337, 29.99959, 3, 10
338, 29.99959, 6, 5
339, 28.76964, 3, 9
340, 22.24491, 4, 4
341, 29.99959, 4, 8
342, 22.4249, 3, 4
343, 29.99959, 4, 5
344, 29.99959, 8, 7
345, 29.99959, 2, 9
346, 29.99959, 7, 6
347, 29.99959, 4, 9
348, 21.56993, 4, 6
349, 29.99959, 3, 8
350, 29.99959, 7, 6
351, 27.1947, 2, 6
352, 29.99959, 6, 4
353, 29.99959, 3, 9
354, 21.64493, 4, 5
355, 29.99959, 3, 8
356, 17.13011, 1, 4
357, 29.99959, 3, 8
358, 22.2749, 3, 4
359, 29.99959, 3, 9
360, 29.99959, 7, 5
361, 29.99959, 3, 7
362, 21.05995, 4, 4
363, 29.99959, 5, 8
364, 28.54465, 7, 6
365, 29.99959, 3, 8
366, 29.99959, 5, 4
367, 29.99959, 2, 9
368, 29.99959, 6, 7
369, 28.88964, 2, 9
370, 29.99959, 8, 6
371, 29.99959, 2, 8
372, 28.04967, 8, 7
373, 29.99959, 2, 9
374, 25.00479, 5, 6
375, 29.99959, 4, 7
376, 29.99959, 5, 6
377, 29.99959, 3, 8
378, 29.99959, 5, 4
379, 29.99959, 2, 9
380, 21.59993, 3, 4
381, 29.09963, 2, 9
382, 25.21478, 5, 6
383, 29.99959, 4, 9
384, 29.99959, 8, 7
385, 29.99959, 3, 8
386, 29.99959, 6, 4
